2	12	1
2	36	1
2	83	1
2	84	2
2	90	1
2	93	9
2	110	1
2	117	1
2	135	1
2	142	1
2	157	1
2	162	1
2	164	1
2	170	1
2	175	1
2	184	1
2	189	9
3	7	1
3	12	1
3	14	1
3	19	4
3	25	2
3	32	1
3	36	5
3	44	1
3	56	2
3	60	1
3	64	1
3	68	1
3	78	1
3	83	7
3	84	3
3	86	4
3	87	3
3	91	4
3	93	21
3	96	1
3	97	1
3	110	2
3	122	1
3	126	1
3	129	1
3	132	2
3	135	1
3	141	1
3	142	1
3	143	1
3	144	1
3	146	1
3	148	2
3	157	1
3	161	1
3	163	1
3	170	4
3	175	3
3	179	1
3	183	2
3	184	5
3	189	21
7	12	40
7	13	2
7	17	2
7	19	8
7	21	1
7	25	44
7	27	6
7	30	2
7	32	15
7	35	3
7	36	22
7	39	4
7	42	1
7	44	27
7	45	1
7	46	1
7	47	31
7	49	8
7	55	1
7	56	1
7	59	4
7	60	3
7	62	1
7	63	2
7	64	38
7	68	39
7	69	1
7	70	1
7	78	4
7	81	10
7	83	15
7	84	2
7	86	3
7	88	2
7	90	1
7	91	35
7	93	67
7	96	1
7	101	3
7	102	1
7	109	1
7	110	3
7	114	39
7	122	2
7	123	43
7	126	3
7	132	2
7	135	1
7	141	7
7	142	7
7	143	36
7	144	27
7	147	21
7	148	12
7	152	5
7	156	1
7	157	8
7	158	4
7	159	25
7	161	8
7	162	11
7	163	45
7	164	5
7	167	16
7	168	16
7	170	15
7	175	9
7	179	5
7	180	3
7	181	3
7	182	19
7	183	56
7	184	57
7	189	65
8	12	8
8	13	7
8	19	1
8	25	1
8	32	8
8	36	8
8	44	1
8	47	7
8	49	1
8	56	1
8	64	9
8	68	10
8	78	1
8	83	7
8	84	1
8	88	1
8	90	8
8	91	9
8	93	10
8	100	1
8	110	5
8	114	6
8	126	1
8	132	1
8	143	6
8	148	8
8	152	2
8	157	1
8	159	9
8	162	8
8	163	8
8	168	1
8	170	7
8	175	5
8	181	7
8	183	2
8	184	10
8	189	10
12	13	30
12	14	1
12	17	27
12	18	1
12	19	34
12	21	2
12	22	1
12	25	88
12	26	15
12	27	4
12	30	51
12	32	81
12	35	26
12	36	221
12	39	15
12	42	4
12	44	31
12	45	4
12	46	5
12	47	62
12	48	2
12	49	20
12	55	5
12	56	20
12	59	10
12	60	6
12	62	8
12	63	20
12	64	110
12	67	3
12	68	125
12	69	4
12	70	16
12	78	78
12	81	14
12	83	164
12	84	117
12	86	20
12	87	2
12	88	26
12	90	23
12	91	110
12	93	607
12	94	4
12	95	2
12	96	6
12	97	5
12	100	6
12	101	1
12	102	5
12	105	2
12	106	2
12	107	1
12	108	1
12	109	5
12	110	154
12	114	56
12	116	4
12	117	14
12	118	3
12	120	15
12	122	11
12	123	83
12	125	5
12	126	65
12	129	10
12	132	18
12	134	1
12	135	24
12	139	10
12	141	8
12	142	113
12	143	49
12	144	41
12	146	4
12	147	29
12	148	41
12	152	28
12	156	8
12	157	146
12	158	4
12	159	42
12	160	6
12	161	29
12	162	196
12	163	114
12	164	29
12	165	5
12	167	34
12	168	64
12	169	3
12	170	174
12	172	1
12	175	168
12	178	3
12	179	23
12	180	4
12	181	8
12	182	28
12	183	193
12	184	226
12	185	6
12	189	608
13	17	4
13	19	12
13	25	6
13	27	2
13	32	18
13	35	6
13	36	33
13	39	1
13	42	3
13	44	3
13	45	1
13	46	2
13	47	20
13	49	3
13	56	4
13	59	2
13	60	1
13	63	2
13	64	26
13	68	28
13	69	2
13	70	3
13	78	2
13	81	3
13	83	26
13	84	6
13	86	3
13	88	5
13	90	12
13	91	26
13	93	61
13	95	1
13	97	1
13	98	1
13	100	1
13	101	1
13	108	1
13	110	12
13	114	10
13	117	1
13	120	5
13	122	2
13	123	8
13	126	4
13	129	1
13	132	2
13	135	4
13	139	1
13	142	6
13	143	16
13	144	3
13	146	1
13	147	1
13	148	19
13	152	12
13	156	1
13	157	3
13	158	1
13	159	16
13	161	5
13	162	24
13	163	23
13	164	1
13	167	7
13	168	6
13	170	19
13	175	9
13	178	2
13	179	2
13	181	7
13	182	1
13	183	15
13	184	36
13	189	60
14	32	1
14	36	4
14	44	1
14	56	1
14	60	1
14	68	1
14	83	1
14	86	5
14	87	1
14	93	6
14	126	1
14	129	1
14	135	3
14	143	1
14	144	1
14	148	3
14	152	1
14	163	1
14	175	1
14	183	1
14	184	1
14	189	6
17	18	1
17	19	4
17	22	6
17	25	8
17	26	9
17	30	6
17	32	6
17	36	50
17	39	3
17	42	1
17	44	1
17	45	1
17	47	1
17	48	3
17	49	5
17	56	16
17	60	3
17	63	2
17	64	3
17	67	1
17	68	5
17	69	3
17	70	3
17	78	22
17	83	40
17	84	49
17	86	12
17	87	1
17	88	1
17	91	3
17	93	138
17	94	3
17	95	10
17	96	1
17	97	1
17	98	2
17	100	5
17	105	1
17	107	4
17	109	3
17	110	50
17	116	1
17	117	14
17	118	1
17	120	21
17	122	21
17	123	5
17	126	4
17	129	2
17	134	2
17	135	26
17	139	4
17	141	1
17	142	25
17	143	2
17	144	1
17	148	7
17	152	11
17	157	26
17	160	1
17	161	4
17	162	34
17	163	1
17	164	22
17	165	4
17	167	8
17	168	11
17	169	1
17	170	26
17	172	1
17	175	43
17	178	1
17	179	4
17	182	2
17	183	17
17	184	35
17	185	1
17	189	138
18	25	1
18	32	2
18	36	3
18	47	2
18	49	1
18	59	1
18	64	3
18	67	2
18	68	2
18	70	1
18	83	3
18	86	2
18	90	1
18	93	7
18	95	2
18	98	2
18	110	1
18	116	1
18	117	1
18	122	1
18	123	2
18	132	1
18	135	2
18	144	1
18	148	3
18	161	1
18	162	3
18	163	1
18	168	1
18	170	1
18	175	1
18	179	1
18	180	1
18	183	3
18	184	2
18	189	7
19	21	2
19	25	38
19	26	1
19	27	5
19	30	1
19	32	32
19	35	10
19	36	65
19	39	14
19	42	4
19	44	9
19	45	1
19	46	3
19	47	13
19	48	1
19	49	10
19	55	3
19	56	4
19	59	3
19	60	2
19	62	1
19	63	9
19	64	64
19	68	63
19	69	2
19	70	11
19	78	38
19	81	16
19	83	20
19	84	8
19	86	5
19	88	6
19	90	2
19	91	60
19	93	158
19	95	1
19	96	3
19	97	6
19	98	1
19	100	2
19	105	3
19	106	1
19	108	1
19	110	10
19	114	10
19	117	2
19	120	3
19	122	3
19	123	31
19	126	7
19	129	3
19	132	39
19	135	4
19	141	3
19	142	6
19	143	9
19	144	8
19	146	1
19	147	9
19	148	27
19	152	9
19	156	2
19	157	31
19	158	4
19	159	20
19	161	10
19	162	54
19	163	56
19	164	6
19	167	21
19	168	16
19	170	32
19	175	9
19	179	5
19	180	1
19	181	2
19	182	3
19	183	78
19	184	77
19	189	158
21	25	2
21	36	2
21	56	2
21	59	1
21	60	1
21	68	2
21	69	1
21	83	1
21	84	1
21	86	1
21	91	2
21	93	5
21	96	1
21	109	1
21	110	2
21	114	1
21	118	1
21	123	1
21	126	2
21	129	1
21	132	2
21	152	1
21	156	1
21	157	1
21	162	1
21	164	1
21	167	1
21	175	1
21	183	3
21	184	2
21	189	5
22	26	2
22	30	6
22	36	4
22	48	1
22	63	1
22	83	3
22	84	5
22	86	3
22	93	12
22	100	3
22	110	3
22	117	3
22	120	9
22	122	6
22	135	2
22	139	1
22	142	2
22	157	2
22	160	1
22	162	3
22	164	3
22	167	2
22	168	3
22	170	1
22	175	8
22	183	2
22	184	6
22	189	12
25	26	1
25	27	9
25	30	4
25	32	44
25	35	24
25	36	81
25	39	14
25	42	7
25	44	30
25	45	3
25	46	4
25	47	45
25	49	13
25	55	6
25	56	6
25	59	11
25	60	4
25	62	2
25	63	17
25	64	85
25	67	2
25	68	83
25	69	1
25	70	12
25	78	27
25	81	11
25	83	35
25	84	13
25	86	10
25	88	10
25	90	6
25	91	85
25	93	160
25	95	1
25	96	8
25	97	2
25	98	1
25	100	1
25	101	2
25	102	3
25	104	1
25	105	2
25	106	1
25	108	1
25	109	3
25	110	17
25	114	44
25	116	4
25	118	2
25	122	1
25	123	57
25	126	10
25	129	7
25	132	31
25	134	1
25	135	9
25	139	2
25	141	9
25	142	12
25	143	37
25	144	40
25	147	24
25	148	40
25	152	6
25	156	8
25	157	40
25	158	6
25	159	44
25	161	27
25	162	56
25	163	92
25	164	10
25	167	23
25	168	39
25	169	1
25	170	57
25	175	16
25	179	12
25	180	6
25	181	4
25	182	21
25	183	117
25	184	129
25	185	6
25	189	159
26	30	7
26	32	3
26	36	25
26	39	1
26	55	1
26	62	2
26	63	1
26	64	2
26	68	2
26	69	1
26	78	14
26	83	19
